SWIS Number,Site Name,Activity,Waste Type,Site Is Archived,Site Operational Status,Site Regulatory Status,Site Type,Latitude,Longitude,Point of Contact,Activity Is Archived,Activity Operational Status,Activity Regulatory Status,Activity Category,Activity Classification
49-AA-0397,Tierra Vegetables,Agricultural Material Composting Operation,Green Materials,No,Active,Notification,Non-Disposal Only,38.49957,-122.74145,Alyssa Williams,No,Active,Notification,Composting,Solid Waste Operation
28-AA-0026,Upper Valley Disposal Service,Agricultural Material Composting Operation,Agricultural,No,Active,Permitted,Non-Disposal Only,38.47512,-122.43835,Kate Whitney,Yes,Active,Permitted,Composting,Solid Waste Operation
28-AA-0026,Upper Valley Disposal Service,Agricultural Material Composting Operation,Green Materials,No,Active,Permitted,Non-Disposal Only,38.47512,-122.43835,Kate Whitney,Yes,Active,Permitted,Composting,Solid Waste Operation
21-AA-0058,McEvoy Ranch,Agricultural Material Composting Operation,Agricultural,Yes,Closed,Notification,Non-Disposal Only,38.18652,-122.6609,Kelsey Orr,Yes,Closed,Notification,Composting,Solid Waste Operation
21-AA-0058,McEvoy Ranch,Agricultural Material Composting Operation,Green Materials,Yes,Closed,Notification,Non-Disposal Only,38.18652,-122.6609,Kelsey Orr,Yes,Closed,Notification,Composting,Solid Waste Operation
21-AA-0058,McEvoy Ranch,Agricultural Material Composting Operation,Manure,Yes,Closed,Notification,Non-Disposal Only,38.18652,-122.6609,Kelsey Orr,Yes,Closed,Notification,Composting,Solid Waste Operation
13-AA-0104,"Bull Enterprises, Inc. El Toro",Agricultural Material Composting Operation,Agricultural,Yes,Closed,Notification,Non-Disposal Only,32.71861,-115.519,Gina Weber,Yes,Closed,Notification,Composting,Solid Waste Operation
13-AA-0104,"Bull Enterprises, Inc. El Toro",Agricultural Material Composting Operation,Manure,Yes,Closed,Notification,Non-Disposal Only,32.71861,-115.519,Gina Weber,Yes,Closed,Notification,Composting,Solid Waste Operation
54-AA-0040,"Soil Foods, Inc.",Agricultural Material Composting Operation,Agricultural,Yes,Closed,Notification,Non-Disposal Only,36.14532,-119.25986,Joy Isaacson,Yes,Closed,Notification,Composting,Solid Waste Operation
54-AA-0040,"Soil Foods, Inc.",Agricultural Material Composting Operation,Manure,Yes,Closed,Notification,Non-Disposal Only,36.14532,-119.25986,Joy Isaacson,Yes,Closed,Notification,Composting,Solid Waste Operation
50-AA-0031,John Brichetto Compost Site C,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,37.81357,-120.87532,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0031,John Brichetto Compost Site C,Agricultural Material Composting Operation,Ash,No,Active,Notification,Non-Disposal Only,37.81357,-120.87532,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0031,John Brichetto Compost Site C,Agricultural Material Composting Operation,Green Materials,No,Active,Notification,Non-Disposal Only,37.81357,-120.87532,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0031,John Brichetto Compost Site C,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,37.81357,-120.87532,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0031,John Brichetto Compost Site C,Agricultural Material Composting Operation,Other designated,No,Active,Notification,Non-Disposal Only,37.81357,-120.87532,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0033,John Brichetto Compost Site E,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,37.7919,-120.8598,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0033,John Brichetto Compost Site E,Agricultural Material Composting Operation,Ash,No,Active,Notification,Non-Disposal Only,37.7919,-120.8598,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0033,John Brichetto Compost Site E,Agricultural Material Composting Operation,Green Materials,No,Active,Notification,Non-Disposal Only,37.7919,-120.8598,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0033,John Brichetto Compost Site E,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,37.7919,-120.8598,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0033,John Brichetto Compost Site E,Agricultural Material Composting Operation,Other designated,No,Active,Notification,Non-Disposal Only,37.7919,-120.8598,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0041,John Brichetto Compost Site M,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,37.72965,-120.87882,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0041,John Brichetto Compost Site M,Agricultural Material Composting Operation,Ash,No,Active,Notification,Non-Disposal Only,37.72965,-120.87882,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0041,John Brichetto Compost Site M,Agricultural Material Composting Operation,Green Materials,No,Active,Notification,Non-Disposal Only,37.72965,-120.87882,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0041,John Brichetto Compost Site M,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,37.72965,-120.87882,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0041,John Brichetto Compost Site M,Agricultural Material Composting Operation,Other designated,No,Active,Notification,Non-Disposal Only,37.72965,-120.87882,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
54-AA-0036,Cain Trucking Inc. (Tipton),Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,36.0804,-119.42825,Joy Isaacson,No,Active,Notification,Composting,Solid Waste Operation
11-AA-0019,Valley Gold Compost,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,39.73444,-122.10417,John Loane,No,Active,Notification,Composting,Solid Waste Operation
11-AA-0019,Valley Gold Compost,Agricultural Material Composting Operation,Green Materials,No,Active,Notification,Non-Disposal Only,39.73444,-122.10417,John Loane,No,Active,Notification,Composting,Solid Waste Operation
36-AA-0483,"Residuals Recovery Group, Inc.",Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,33.9966,-117.6434,Megan Emslander,No,Active,Notification,Composting,Solid Waste Operation
36-AA-0483,"Residuals Recovery Group, Inc.",Agricultural Material Composting Operation,Green Materials,No,Active,Notification,Non-Disposal Only,33.9966,-117.6434,Megan Emslander,No,Active,Notification,Composting,Solid Waste Operation
36-AA-0483,"Residuals Recovery Group, Inc.",Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,33.9966,-117.6434,Megan Emslander,No,Active,Notification,Composting,Solid Waste Operation
12-AA-0130,Freedom Dynamics,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,40.41909,-123.93831,Eric Kiruja,No,Active,Notification,Composting,Solid Waste Operation
12-AA-0130,Freedom Dynamics,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,40.41909,-123.93831,Eric Kiruja,No,Active,Notification,Composting,Solid Waste Operation
54-AA-0056,CJ Shannon LLC AG Material Operation,Agricultural Material Composting Operation,Agricultural,No,Planned,Notification,Non-Disposal Only,36.2343,-119.26789,Joy Isaacson,No,Planned,Notification,Composting,Solid Waste Operation
54-AA-0056,CJ Shannon LLC AG Material Operation,Agricultural Material Composting Operation,Manure,No,Planned,Notification,Non-Disposal Only,36.2343,-119.26789,Joy Isaacson,No,Planned,Notification,Composting,Solid Waste Operation
54-AA-0063,Slover Bros Trucking Inc.,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,36.24034,-119.24284,Joy Isaacson,No,Active,Notification,Composting,Solid Waste Operation
24-AA-0044,Stone Family Paul`s 25 Compost Facility,Agricultural Material Composting Operation,Manure,No,Active,Excluded,Non-Disposal Only,37.42752,-120.59239,Harprit Mattu,No,Active,Excluded,Composting,Solid Waste Operation
27-AA-0101,"Salinas Mushroom, Inc.",Agricultural Material Composting Operation,Agricultural,Yes,Closed,Notification,Non-Disposal Only,36.6139,-121.56605,Eric Kiruja,Yes,Closed,Notification,Composting,Solid Waste Operation
27-AA-0101,"Salinas Mushroom, Inc.",Agricultural Material Composting Operation,Manure,Yes,Closed,Notification,Non-Disposal Only,36.6139,-121.56605,Eric Kiruja,Yes,Closed,Notification,Composting,Solid Waste Operation
27-AA-0100,George J. Morgan and Sons,Agricultural Material Composting Operation,Agricultural,No,Closed,Surrendered,Non-Disposal Only,36.82878,-121.69589,Eric Kiruja,No,Closed,Surrendered,Composting,Solid Waste Operation
33-AA-0299,New Lakeview Farms LLC,Agricultural Material Composting Operation,Dead Animals,No,Active,Notification,Non-Disposal Only,33.83509,-117.08733,Theodore Tasiopoulos,No,Active,Notification,Composting,Solid Waste Operation
33-AA-0299,New Lakeview Farms LLC,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,33.83509,-117.08733,Theodore Tasiopoulos,No,Active,Notification,Composting,Solid Waste Operation
43-AA-0023,Monterey Mushrooms - Morgan Hill,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,37.16392,-121.7058,Eric Kiruja,No,Active,Notification,Composting,Solid Waste Operation
43-AA-0026,South Valley Mushroom Farm,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,37.13728,-121.63443,Eric Kiruja,No,Active,Notification,Composting,Solid Waste Operation
43-AA-0026,South Valley Mushroom Farm,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,37.13728,-121.63443,Eric Kiruja,No,Active,Notification,Composting,Solid Waste Operation
42-AA-0075,Santa Lucia Farms,Agricultural Material Composting Operation,Agricultural,Yes,Closed,Notification,Non-Disposal Only,34.64015,-120.08387,Gina Weber,Yes,Closed,Notification,Composting,Solid Waste Operation
42-AA-0075,Santa Lucia Farms,Agricultural Material Composting Operation,Green Materials,Yes,Closed,Notification,Non-Disposal Only,34.64015,-120.08387,Gina Weber,Yes,Closed,Notification,Composting,Solid Waste Operation
42-AA-0075,Santa Lucia Farms,Agricultural Material Composting Operation,Manure,Yes,Closed,Notification,Non-Disposal Only,34.64015,-120.08387,Gina Weber,Yes,Closed,Notification,Composting,Solid Waste Operation
27-AA-0113,Gabilan Fertilizer - Chualar,Agricultural Material Composting Operation,Agricultural,Yes,Closed,Surrendered,Non-Disposal Only,36.53695,-121.53851,Eric Kiruja,Yes,Closed,Surrendered,Composting,Solid Waste Operation
35-AA-0026,"Comgro, Inc.",Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,36.9304,-121.445,Eric Tanner,No,Active,Notification,Composting,Solid Waste Operation
35-AA-0026,"Comgro, Inc.",Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,36.9304,-121.445,Eric Tanner,No,Active,Notification,Composting,Solid Waste Operation
54-AA-0046,Oakview Dairy,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,36.20359,-119.4191,Joy Isaacson,No,Active,Notification,Composting,Solid Waste Operation
54-AA-0046,Oakview Dairy,Agricultural Material Composting Operation,Green Materials,No,Active,Notification,Non-Disposal Only,36.20359,-119.4191,Joy Isaacson,No,Active,Notification,Composting,Solid Waste Operation
13-AA-0103,"Bull Enterprises, Inc. Foster Yard",Agricultural Material Composting Operation,Manure,Yes,Closed,Not Currently Regulated,Non-Disposal Only,32.90796,-115.429,Gina Weber,Yes,Closed,Not Currently Regulated,Composting,Solid Waste Operation
13-AA-0103,"Bull Enterprises, Inc. Foster Yard",Agricultural Material Composting Operation,Agricultural,Yes,Closed,Not Currently Regulated,Non-Disposal Only,32.90796,-115.429,Gina Weber,Yes,Closed,Not Currently Regulated,Composting,Solid Waste Operation
13-AA-0108,Imperial Valley Compost @ Foster Feed Ya,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,32.90708,-115.4298,Gina Weber,No,Active,Notification,Composting,Solid Waste Operation
13-AA-0108,Imperial Valley Compost @ Foster Feed Ya,Agricultural Material Composting Operation,Green Materials,No,Active,Notification,Non-Disposal Only,32.90708,-115.4298,Gina Weber,No,Active,Notification,Composting,Solid Waste Operation
13-AA-0108,Imperial Valley Compost @ Foster Feed Ya,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,32.90708,-115.4298,Gina Weber,No,Active,Notification,Composting,Solid Waste Operation
06-AA-0024,Farmers Fresh Mushrooms California Inc.,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,39.17752,-121.9952,John Loane,No,Active,Notification,Composting,Solid Waste Operation
06-AA-0024,Farmers Fresh Mushrooms California Inc.,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,39.17752,-121.9952,John Loane,No,Active,Notification,Composting,Solid Waste Operation
15-AA-0391,TM Composting,Agricultural Material Composting Operation,Agricultural,Yes,Closed,Notification,Non-Disposal Only,35.29215,-118.9366,Christine Karl,Yes,Closed,Notification,Composting,Solid Waste Operation
15-AA-0391,TM Composting,Agricultural Material Composting Operation,Green Materials,Yes,Closed,Notification,Non-Disposal Only,35.29215,-118.9366,Christine Karl,Yes,Closed,Notification,Composting,Solid Waste Operation
15-AA-0391,TM Composting,Agricultural Material Composting Operation,Manure,Yes,Closed,Notification,Non-Disposal Only,35.29215,-118.9366,Christine Karl,Yes,Closed,Notification,Composting,Solid Waste Operation
50-AA-0029,John Brichetto Compost Site A,Agricultural Material Composting Operation,Agricultural,No,Active,Notification,Non-Disposal Only,37.82608,-120.87383,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0029,John Brichetto Compost Site A,Agricultural Material Composting Operation,Ash,No,Active,Notification,Non-Disposal Only,37.82608,-120.87383,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0029,John Brichetto Compost Site A,Agricultural Material Composting Operation,Green Materials,No,Active,Notification,Non-Disposal Only,37.82608,-120.87383,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0029,John Brichetto Compost Site A,Agricultural Material Composting Operation,Manure,No,Active,Notification,Non-Disposal Only,37.82608,-120.87383,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
50-AA-0029,John Brichetto Compost Site A,Agricultural Material Composting Operation,Other designated,No,Active,Notification,Non-Disposal Only,37.82608,-120.87383,Justin Vlach,No,Active,Notification,Composting,Solid Waste Operation
