SWIS Number,Site Name,Site Operational Status,Site Type,Site Regulatory Status,Latitude,Longitude,Is Archived,Operator,Started On,Contact Name,Contact First Name,Contact Last Name,Contact Title,Contact Email,Contact Phone,Street Address,OperatorCity,OperatorState,OperatorZip,County
23-AA-0038,Willits Solid Waste Transfer & Recy. Cen,Active,Non-Disposal Only,Permitted,39.40323,-123.358,No,Solid Wastes Of Willits Inc,6/2/1997,Gerald Ward,Gerald,Ward,Ceo,,(707) 459-4845,PO Box 1425 351 Franklin Ave,Willits,CA,95490,Mendocino
23-AA-0017,Potter Valley Container Site,Active,Non-Disposal Only,Notification,39.3218,-123.13412,No,Solid Wastes Of Willits Inc,4/8/1996,Gerald Ward,Gerald,Ward,Ceo,,(707) 459-4845,PO Box 1425 351 Franklin Ave,Willits,CA,95490,Mendocino
49-AA-0249,Aidlin No 4 Drilling Sump,Planned,Disposal Only,Unpermitted,38.8,-123.01667,Yes,Calpine Operating Plant Svces           ,4/9/1996, ,,,,,(707) 894-3901,9500 Geysers Rd.,Cloverdale,CA,95425,Sonoma
36-AA-0302,Kerr Mcgee Chemical Corp D.S.,Closed,Disposal Only,Unpermitted,35.72018,-117.32765,No,Kerr Mcgee Chemical Corp                ,4/10/1996,A.J. Knight,A.J.,Knight,Manager,,(619) 372-4311,13200 Main St,Trona,CA,93562,San Bernardino
20-AA-0006,Ripperdan Disposal Site                 ,Closed,Disposal Only,Unpermitted,36.85,-120.16306,No,County Of Madera Dept Public Works,8/16/1994, ,,,Engineering Dept,,(559) 661-6333,2037 W Cleveland Ave,Madera,CA,93637,Madera
49-AA-0362,Aidlin `b` Drilling Waste Sump,Closed,Disposal Only,Exempt,38.83555,-122.89505,Yes,Sonoma Geothermal Co,8/16/1994,Richard Bannister,Richard,Bannister,Vice-President,,(707) 894-3901,10350 Socrates Mine Road,Middletown,CA,94561,Sonoma
50-AA-0013,Bertolotti Transfer & Recycling Center,Active,Non-Disposal Only,Permitted,37.598,-120.9908,No,Bertolotti Transfer & Recycling,8/16/1994,Bert Bertolotti,Bert,Bertolotti,General Partner,,(209) 537-6911,PO Box 127,Ceres,CA,95307,Stanislaus
18-AA-0020,Lassen College Cogeneration/Training Fac,Closed,Non-Disposal Only,Permitted,40.41667,-120.65,Yes,Lassen College                          ,8/16/1994,Larry Blake,Larry,Blake,President,,(916) 257-6181,PO Box 3000,Susanville,CA,96130,Lassen
19-AA-0062,Two Harbors Landfill Site,Closed,Disposal Only,Permitted,33.43654,-118.5058,No,Catalina Cove & Camp Agency             ,8/16/1994,Doug Bombard,Doug,Bombard,President,,(213) 510-0303,PO Box 1566,Avalon,CA,90704,Los Angeles
19-AK-0009,City Dump And Salvage D.S.#,Closed,Disposal Only,TBD (Pending Investigation) ,33.8,-118.16667,Yes,Bixby Ranch Co                          ,4/10/1996,Ron Bradshaw,Ron,Bradshaw,Senior Vice President,,(310) 493-1475,3010 Old Ranch Parkway #100,Seal Beach,CA,90740,Los Angeles
19-AK-0006,City Dump Salvage #1 DS,Closed,Disposal Only,Pre-regulation,33.76667,-118.18333,Yes,Bixby Ranch Co                          ,5/24/1996,Ron Bradshaw,Ron,Bradshaw,Senior Vice President,,(310) 493-1475,3010 Old Ranch Parkway #100,Seal Beach,CA,90740,Los Angeles
54-CR-0020,Bixby Ranch Dump,Closed,Disposal Only,TBD (Pending Investigation) ,36.33333,-119.3,Yes,Bixby Ranch Co                          ,8/16/1994,Ron Bradshaw,Ron,Bradshaw,Senior Vice President,,(310) 493-1475,3010 Old Ranch Parkway #100,Seal Beach,CA,90740,Tulare
19-AA-0838,Peck Road Gravel Pit,Active,Disposal Only,Notification,34.11,-118.0031,No,S.L.S. & N. Inc.,8/16/1994,Nick Bubalo,Nick,Bubalo,President,,(626) 574-1855,PO Box 1286,Monrovia,CA,91017,Los Angeles
19-AR-1184,Agen Transfer & Recycling Center        ,Planned,Non-Disposal Only,Unpermitted,34.05,-118.25,Yes,Environmental Resources Inc.            ,8/16/1994,Carl Clausen,Carl,Clausen,Manager,,(213) 588-7475,2630 E Washington Blvd,Los Angeles,CA,90023,Los Angeles
06-AA-0007,Charter Evap Res Rec Systems SWDS,Closed,Disposal Only,Unpermitted,39.03167,-122.12333,Yes,Charter Evaporation Resource Recovery Sy,8/16/1994,Robert Cole,Robert,Cole,President,,(805) 642-8739,75 Teloma Dr,Ventura,CA,93003,Colusa
06-AA-0006,Charter Evap Res Rec Sys Waste Proc Fac,Closed,Disposal Only,Permitted,39.0356,-122.07163,Yes,Charter Evaporation Resource Recovery Sy,8/16/1994,Robert Cole,Robert,Cole,President,,(805) 642-8739,75 Teloma Dr,Ventura,CA,93003,Colusa
44-AA-0001,City of Santa Cruz Resource Recovery Fac,Active,Both Disposal and Non-Disposal,Permitted,36.97602,-122.10608,No,City Of Santa Cruz,8/16/1994,James Sandoval,James,Sandoval,Associate Civil Engineer,,(831) 420-5160,"809 Center Street, Room 201",Santa Cruz,CA,95060,Santa Cruz
22-AA-0012,El Portal Landfill,Closed,Disposal Only,Unpermitted,37.6689,-119.8137,No,US Dept Of Int Natl Park Svc-Yosemite,8/16/1994,Dean Glen,Dean,Glen,,,(209) 372-0526,P.O. Box 577,Yosemite National Park,CA,95389,Mariposa
22-AA-0003,El Portal Solid Waste Transfer Station  ,Closed,Non-Disposal Only,Unpermitted,37.66667,-119.78333,Yes,US Dept Of Int Natl Park Svc-Yosemite,8/16/1994,Dean Glen,Dean,Glen,,,(209) 372-0526,P.O. Box 577,Yosemite National Park,CA,95389,Mariposa
49-AA-0252,Guisti Ranch Disposal Site              ,Closed,Disposal Only,Exempt,38.46667,-122.88333,Yes,"Guisti, Angelo                          ",8/16/1994,Angelo Guisti,Angelo,Guisti,Owner,,(707) 887-2428,7750 Giusti Rd,Forestville,CA,95436,Sonoma
19-AA-0836,"Operating Industries, Inc",Closed,Disposal Only,Unpermitted,34.055,-118.1075,No,"Operating Industries, Inc               ",8/16/1994,Michael Harabedian,Michael,Harabedian,Partner,,(818) 280-3130,1749 Potrero Grande Dr,Monterey Park,CA,91755,Los Angeles
38-CR-0005,West Coast Recycling                    ,Closed,Non-Disposal Only,TBD (Pending Investigation) ,37.76667,-122.41667,Yes,West Coast Recycycling Company          ,8/16/1994,Ron Proto,Ron,Proto,General Manager,,(415) 621-3840,900 7th Street,San Francisco,CA,94107,San Francisco
38-AA-0006,West Coast Recycling Company,Closed,Non-Disposal Only,Permitted,37.76667,-122.41667,Yes,West Coast Recycycling Company          ,8/16/1994,Ron Proto,Ron,Proto,General Manager,,(415) 621-3840,900 7th Street,San Francisco,CA,94107,San Francisco
23-AA-0023,Ag Soil Amendment Program - H Bar H,Active,Disposal Only,Exempt,38.87964,-123.66246,No,H Bar H Ranch                           ,8/16/1994,William Hay Jr,William,Hay Jr,Owner,,(707) 882-2054,27201 S Highway 1,Gualala,CA,95445,Mendocino
36-AA-0316,IEUA Composting Facility,Closed,Non-Disposal Only,Surrendered,33.94806,-117.63167,No,Inland Empire Utilities Agency,8/16/1994,Robb D. Quincey,Robb D.,Quincey,General Manager/Ceo,,(909) 357-0241,6075 Kimball Ave,Chino,CA,91708,San Bernardino
49-AA-0010,Advanced Course,Clean Closed,Disposal Only,Permitted,38.54333,-122.667,Yes,Landmark Education                      ,8/16/1994,Jeffrey Joseph,Jeffrey,Joseph,National Site Manager,,(707) 576-1038,4088 Porter Creek Rd,Santa Rosa,CA,95404,Sonoma
32-AA-0021,Collins Pine Company Wood Waste Landfill,Clean Closed,Disposal Only,Unpermitted,40.36431,-121.32546,Yes,Collins Development                     ,8/16/1994, ,,,,,,11750 Sorrento Valley Rd,San Diego,CA,92121-1025,Plumas
32-CR-0016,Collins Pines LF,Clean Closed,Disposal Only,Pre-regulation,40.3,-121.23333,Yes,Collins Development                     ,8/16/1994, ,,,,,,11750 Sorrento Valley Rd,San Diego,CA,92121-1025,Plumas
10-AA-0164,Huntsman Avenue Inert Waste Landfill,Closed,Disposal Only,Surrendered,36.56667,-119.6,Yes,Viken Industries Inc.                   ,8/16/1994,Jeff Sorensen,Jeff,Sorensen,Land Planner,,(209) 277-1180,4672 W Jennifer Ave Ste 102,Fresno,CA,93722,Fresno
17-AA-0006,"Geothermal, Inc Disposal Site           ",Closed,Disposal Only,Unpermitted,38.75,-122.61667,Yes,"Geothermal, Inc                         ",8/16/1994,William T Kritikos,William T,Kritikos,Vice-President,,(707) 987-3678,19020 Butts Canyon Rd,Middletown,CA,95461,Lake
23-AA-0005,Georgia Pacific Wood Waste Disposal Site,Closed,Disposal Only,Permitted,39.43332,-123.76314,No,Georgia Pacific Corp - Fort Bragg       ,8/16/1994,Dave Larkin,Dave,Larkin,Road Const. Superintendent,,(707) 964-5651,90 W Redwood Ave,Fort Bragg,CA,95437,Mendocino
33-AA-0220,Cathedral Liquid Waste Site,Closed,Disposal Only,Unpermitted,33.78333,-116.46667,Yes,Desert Sewer Pumpers Assoc              ,8/16/1994,Larry Lefevre,Larry,Lefevre,Owner,,(619) 346-7537,PO Box 1494,Palm Desert,CA,92261,Riverside
10-AA-0026,Huron Solid Waste Transfer Station,Closed,Non-Disposal Only,Surrendered,36.2,-120.1,Yes,City Of Huron                           ,8/16/1994,Thomas Hemphill,Thomas,Hemphill,City Manager,,(209) 945-2241,PO Box 339,Huron,CA,93234,Fresno
54-AA-0024,City Of Lindsay Dump,Closed,Disposal Only,Unpermitted,36.22693,-119.13694,No,City Of Lindsay                         ,8/16/1994,Tom Mc Curdy,Tom,Mc Curdy,"Chief, Division Of Public Works",,(559) 562-2511,150 N Mirage Ave,Lindsay,CA,93247,Tulare
01-AA-0003,Pleasanton Garbage Service SW TS,Active,Non-Disposal Only,Permitted,37.6746,-121.8541,No,"Pleasanton Garbage Service, Inc",8/16/1994,Eric Lauritsen,Eric,Lauritsen,President,,(415) 846-2042,PO Box 399,Pleasanton,CA,94566,Alameda
30-CR-0146,Newport City Dump #2                    ,Closed,Disposal Only,Pre-regulation,33.61667,-117.93333,Yes,City Of Newport Beach,7/9/1996,mike Pisani,mike,Pisani,General Services Director,,(949) 718-3400,3300 Newport Boulevard P.O. Box 1768,Newport Beach,CA,92658,Orange
30-CR-0126,Newport Beach City Yard Dump,Closed,Disposal Only,Pre-regulation,33.63173,-117.92728,No,City Of Newport Beach,6/10/1996,mike Pisani,mike,Pisani,General Services Director,,(949) 718-3400,3300 Newport Boulevard P.O. Box 1768,Newport Beach,CA,92658,Orange
07-AA-0026,Acme Fill Corp. Interim Transfer Station,Closed,Non-Disposal Only,Permitted,38.01667,-122.13333,Yes,Keller Canyon Landfill,8/16/1994,Locklin Caffey,Locklin,Caffey,President,,(925) 458-9800,901 Bailey Rd,Bay Point,CA,94565,Contra Costa
07-AA-0032,Keller Canyon Landfill,Active,Disposal Only,Permitted,37.99763,-121.93623,No,Keller Canyon Landfill,8/16/1994,Locklin Caffey,Locklin,Caffey,President,,(925) 458-9800,901 Bailey Rd,Bay Point,CA,94565,Contra Costa
41-AA-0008,Hillside Class III Disposal Site,Closed,Both Disposal and Non-Disposal,Permitted,37.683,-122.444,No,"Cypress-Amloc Land Company, Inc.",8/16/1994,Tom Atwood,Tom,Atwood,,,(415) 755-6978,Jeff Terry - 1 Sandhill Road,Colma,CA,94014-2843,San Mateo
41-AA-0174,Cypress Business Park And Hillside MRF,Planned,Non-Disposal Only,Proposed,37.68333,-122.45,Yes,"Cypress-Amloc Land Company, Inc.",4/3/1996,Tom Atwood,Tom,Atwood,,,(415) 755-6978,Jeff Terry - 1 Sandhill Road,Colma,CA,94014-2843,San Mateo
31-AA-0628,"Mallard Creek, Inc",Inactive,Non-Disposal Only,Surrendered,38.80909,-121.31551,Yes,"Mallard Creek, Inc                      ",5/30/1997,Carl Hass,Carl,Hass,,,(916) 645-1681,4095 Duluth Ave,Rocklin,CA,95765,Placer
56-AA-0135,"Cal-American Mulch Products, Llc",Closed,Non-Disposal Only,Notification,34.26667,-118.76667,Yes,"Cal-American Mulch Products, LLC",8/19/1997,Charles Johnson,Charles,Johnson,,,(805) 582-0827,7949 Deering Avenue,Canoga Park,CA,91304,Ventura
24-AA-0024,Kenneth Stone & Family Spreading Service,Active,Non-Disposal Only,Notification,37.11624,-120.52657,No,Stone Family                            ,2/5/1999,Kenneth Stone,Kenneth,Stone,Manager,,(209) 358-3200,5545 W. Shaw,Winton,CA,95388,Merced
24-AA-0019,Stone Family El Nido Composting Facility,Active,Non-Disposal Only,Notification,37.117,-120.11241,No,Stone Family                            ,9/26/1997,Kenneth Stone,Kenneth,Stone,Manager,,(209) 358-3200,5545 W. Shaw,Winton,CA,95388,Merced
15-CR-0069,Cyrus Canyon DS,Closed,Disposal Only,Unpermitted,35.70752,-118.4072,No,Kc Waste Mgmt Dept                      ,1/6/1998, ,,,,,(805) 862-8900,2700 M St Ste 500,Bakersfield,CA,93301,Kern
15-CR-0087,China Grade Burn Dump,Closed,Disposal Only,Unpermitted,35.42048,-118.93115,No,Kc Waste Mgmt Dept                      ,1/6/1998, ,,,,,(805) 862-8900,2700 M St Ste 500,Bakersfield,CA,93301,Kern
41-CR-0006,O`Brian Corp Site,Closed,Disposal Only,TBD (Pending Investigation) ,37.65,-122.4,Yes,Fuller O'brian Paints                   ,1/7/1998,Don Mazzone,Don,Mazzone,,,(415) 761-2300,450 E. Grand Ave,S. San Francisco,CA,94080,San Mateo
20-CR-0010,Pima Gro                                ,Planned,Disposal Only,Proposed,37.11667,-120.26667,Yes,Pima Gro Systems Address                ,1/23/1998, ,,,,,,PO Box 7547,Redlands,CA,92375,Madera
33-AA-0243,Scotts Riverside Cty Regional Composting,Closed,Non-Disposal Only,Permitted,33.98333,-117.51667,Yes,O.M. Scotts And Sons,2/3/1998,Mark Wilhemi,Mark,Wilhemi,"Vice-President, Organic Operations",,(937) 644-0011,23390 E Flood Rd,Linden,CA,95236,Riverside
19-AA-5068,Caltrans - South Gate #2,Closed,Disposal Only,Permitted,33.92778,-118.17778,No,Caltrans                                ,2/11/1998, ,,,,,(213) 897-0458,120 S Spring St,Los Angeles,CA,90012,Los Angeles
19-AA-5556,State Of Ca Hwy Rd Maint AKA Caltrans Du,Closed,Disposal Only,Unpermitted,33.9731,-118.1215,No,Caltrans                                ,2/11/1998, ,,,,,(213) 897-0458,120 S Spring St,Los Angeles,CA,90012,Los Angeles
19-AA-0584,Romona Land Reclamation Area,Closed,Disposal Only,Pre-regulation,34.0565,-118.1254,No,City Of Monterey Park                   ,2/24/1998, ,,,,,(818) 307-1458,320 W Newmark Ave,Monterey Park,CA,91754,Los Angeles
19-AA-0867,Whittier Fertilizer Co.,Active,Non-Disposal Only,Notification,34.02033,-118.06582,No,Whittier Fertilizer Company,3/20/1998,Robert Osborne,Robert,Osborne,Concessionire,,(562) 699-3461,9441 Kruse Rd,Pico Rivera,CA,90660,Los Angeles
19-AA-0304,Road Maintenance Division #232 S.V.T.S.,Active,Non-Disposal Only,Notification,33.89472,-118.3453,No,"Los Angeles County, Dpt. Of Public Works",5/1/1998,Gus Nakhoul,Gus,Nakhoul,Principal Cea,,(310) 348-6448,5530 W 83rd St,Los Angeles,CA,90045,Los Angeles
27-AA-0089,T&L Trucking (Toni Luiz),Planned,Non-Disposal Only,Proposed,36.88333,-121.65,Yes,T&L Trucking                            ,5/11/1998,Tony Luiz,Tony,Luiz,Owner,,(408) 726-3448,PO Box 285,Aromas,CA,95004,Monterey
21-AA-0004,Ghilotti Brothers Disposal Site,Closed,Disposal Only,Surrendered,37.94852,-122.48844,No,Barbara Fasken 1995 Trust               ,6/15/1998,Norbert J. Dickman,Norbert,J. Dickman,,,,100 Larkspur Landing Cir Ste 116,Larkspur,CA,94939,Marin
19-AA-5027,McDonald`s Dump,Clean Closed,Disposal Only,Pre-regulation,34.11306,-117.84333,Yes,McDonald,7/17/1998, ,,,,,,,,,,Los Angeles
19-AA-5091,Gladding/Mcbean Dump,Closed,Disposal Only,Unpermitted,34.02778,-118.46667,Yes,McBean & Company,8/3/1998, ,,,,,,,,,,Los Angeles
19-AA-5119,Martin Litwin,Closed,Disposal Only,Unpermitted,34.0476,-118.0674,No,Martin Litwin                           ,8/6/1998, ,,,,,,,,,,Los Angeles
19-AA-5208,Sand Canyon Waste Disposal (Fair Oaks),Clean Closed,Disposal Only,Unpermitted,34.43333,-118.46667,Yes,"A&A Feeding,Inc.",8/7/1998, ,,,,,,,,,,Los Angeles
19-AA-5570,Signal Hill Texaco,Closed,Disposal Only,Unpermitted,33.8,-118.16667,Yes,"Texaco, Inc.                            ",9/18/1998, ,,,,,(818) 505-3066,10 Universal City Plaza,Universal City,CA,91608,Los Angeles
34-AA-0199,Sutter Home Vineyard Composting,Inactive,Non-Disposal Only,Excluded,38.31972,-121.49722,Yes,"Sutter Home Vineyard, Inc.              ",10/14/1998,Hal Huffsmith,Hal,Huffsmith,Vice President Vineyard Operations,,,PO Box 248,Saint Helena,CA,94574,Sacramento
33-AA-0250,Pima Gro Biosolids Composting Facility,Closed,Non-Disposal Only,TBD (Pending Investigation) ,33.93333,-116.96667,Yes,Pima Gro                                ,10/29/1998, ,,,,,(909) 798-8717,PO Box 7547,Redlands,CA,92375,Riverside
33-AA-0275,Weirick Road Illegal Dump,Closed,Disposal Only,Unpermitted,33.86667,-117.56667,Yes,Weirick Road Illegal Landfill           ,11/2/1998,Ron Morrison,Ron,Morrison,,,,"5 Hutton Circle Drive, Suite 600",Santa Ana,CA,92207,Riverside
24-AA-0023,Valley Fresh Foods Inc.,Active,Non-Disposal Only,Notification,37.50111,-120.72167,Yes,Valley Fresh Foods Inc.                 ,11/24/1998,Danny O'day,Danny,O'day,Owner,,(209) 669-5500,PO Box 910,Turlock,CA,95381,Merced
22-AA-0005,Fish Camp Transfer Station,Active,Non-Disposal Only,Notification,37.4926,-119.62163,No,Mariposa Co. Dept. Of Public Works      ,1/12/1999,Tom Starling,Tom,Starling,Solid Waste Coordinator,,(209) 966-5356,4639 Ben Hur Rd,Mariposa,CA,95338,Mariposa
49-CR-0032,Korbel Vinyards River Site              ,Clean Closed,Disposal Only,TBD (Pending Investigation) ,38.5,-123,Yes,F. Korbel & Bros. Inc.                  ,2/8/1999,Bill Owen,Bill,Owen,,,,13250 River Rd,Guerneville,CA,95446-9593,Sonoma
39-AA-0042,"Wilfie Research Farms, Inc.",Closed,Non-Disposal Only,Notification,37.88639,-120.95444,Yes,"Wilfie Research Farms, Inc.",4/15/1999,Bill Huang,Bill,Huang,Owner,,(209) 886-5687,30636 E Carter Rd,Farmington,CA,95230,San Joaquin
52-AA-0027,Tehama County/City of Red Bluff MRF,Active,Non-Disposal Only,Permitted,40.19597,-122.29411,No,Green Waste Of Tehama                   ,8/11/1999,Jesse Weigel,Jesse,Weigel,Managing General Partner,,(408) 283-4825,625 Charles St,San Jose,CA,95112,Tehama
31-AA-0623,Capitol Recycling Center,Closed,Non-Disposal Only,Unpermitted,38.76525,-121.26663,Yes,Capitol Waste                           ,9/3/1999,Cal Brown,Cal,Brown,,,(916) 383-2660,PO Box 276430,Sacramento,CA,95827,Placer
49-CR-0034,USCG Training Center Petaluma,Closed,Disposal Only,Pre-regulation,38.25451,-122.79394,No,US Coast Guard Training Center- Petaluma,1/12/2000, ,,,,,(707) 765-7225,599 Tomales Rd,Petaluma,CA,94952,Sonoma
40-AA-0006,California Valley Community Dist. SWDS,Closed,Disposal Only,Surrendered,35.30855,-119.84742,Yes,California Valley Community Ser. Dist.  ,1/27/2000,Voronica Vaughn,Voronica,Vaughn,,,(805) 475-2211,P.O. Box 3094,California Valley,CA,93453,San Luis Obispo
15-CR-0085,FNF Disposal Area,Closed,Disposal Only,TBD (Pending Investigation) ,35.272,-118.628,Yes,Fnf Construction                        ,4/6/2000, ,,,,,(602) 784-2910,P.O. Box 5005,Tempe,AZ,85280,Kern
38-CR-0022,"Treasure Island Naval Station, Site 12",Closed,Disposal Only,Not Currently Regulated,37.82745,-122.37805,No,U.S. Dept Of The Navy - Treasure Island ,4/10/2000,James Sullivan,James,Sullivan,Navy Caretakers Site Office,,(415) 743-4717,410 Avenue of the Palms Ave,San Francisco,CA,94130,San Francisco
12-CR-0036,Caltrans Disposal,Closed,Disposal Only,Unpermitted,40.86667,-124.06667,Yes,Calif Dept Of Transpo-Eureka            ,4/18/2000, ,,,,,(707) 445-6600,1656 Union St,Eureka,CA,95501,Humboldt
28-AA-0035,Pacific Union College Trash Management,To be Determined,Non-Disposal Only,TBD (Pending Investigation) ,38.56667,-122.43333,Yes,Pacific Union College                   ,7/11/2000,John Collins,John,Collins,Vice President For Financial Admin.,,(707) 965-7150,205 Highland Oaks Dr,Angwin,CA,94508-9802,Napa
28-AA-0036,Pacific Union College Transfer Facility,Closed,Non-Disposal Only,Permitted,38.57511,-122.43921,No,Pacific Union College                   ,11/8/2000,John Collins,John,Collins,Vice President For Financial Admin.,,(707) 965-7150,205 Highland Oaks Dr,Angwin,CA,94508-9802,Napa
58-AA-0020,Stineman Composting,Closed,Non-Disposal Only,Notification,39.01648,-121.41303,Yes,Robert Stineman,9/22/2000, ,,,,,(633) 487-4871,2047 Oakley Ln,Wheatland,CA,95692,Yuba
19-AA-5048,Arcadia City Dump,Closed,Disposal Only,Unpermitted,34.1098,-118.0159,No,City Of Arcadia                         ,12/27/2000,Donna Butler,Donna,Butler,,,,240 W Huntington Dr,Arcadia,CA,91007,Los Angeles
16-AA-0025,McCarthy Family Farms 26 N`Liberty Ranch,Inactive,Disposal Only,Excluded,35.93233,-119.64691,Yes,"McCarthy Family Farms, Inc",12/2/2003,Pat Mccarthy,Pat,Mccarthy,President,,(661) 391-5840,Pat McCarthy Po Box 80727,Bakersfield,CA,93380-0727,Kings
19-AA-1045,Torrance City Services Facility,Active,Non-Disposal Only,Notification,33.84582,-118.34361,No,City of Torrance,9/7/2001, ,,,,,(310) 781-7140,20500 Madrona Avenue,Torrance,CA,90503,Los Angeles
32-CR-0029,Graeagle #2 (Greaegle Meadows),Closed,Disposal Only,Unpermitted,39.77308,-120.61755,No,Graeagle Meadows Homeowners Assoc.,10/19/2001, ,,,,,(530) 836-4103,PO Box 1226,Graeagle,CA,96103,Plumas
12-AA-0096,Haberstock Hydrocarbon Contam Soil Trtmt,Planned,Non-Disposal Only,Proposed,40.26667,-123.86667,Yes,"Haberstock, R Construction Co           ",4/16/1996,Ray Haberstock,Ray,Haberstock,,,,3651 Rohnerville Rd,Fortuna,CA,95540,Humboldt
