SWIS Number ,Site Name,Activity,Activity Is Archived,OperationalStatus,RegulatoryStatus,Category,Activity Classification,WDRNo,WDR Landfill Class,Cease Operation,Cease Operation Type,Inspection Frequency,Throughput,ThroughputUnits,RemainingCapacity,Remaining Capacity Date,Capacity,CapacityUnits,Total Acreage,DisposalAcreage,Permitted Elevation,Permitted Elevation Type,Permitted Depth,Permitted Depth Type,Point of Contact,Site Operational Status,Site Regulatory Status,Site Is Archived,IsClosedIllegalAbandoned,IsSiteInertDebrisEngineeredFill,IsFinancialAssurancesResponsible,Absorbed On,Absorbed By,ClosedIllegalAbandonedCategory,EPA Federal Registry ID,Latitude,Longitude,Site ZIP Code,County,ARB District,SWRCB Region,Local Government,Street Address,City,State,ZIP Code,Reporting Agency Legal Name,Reporting Agency Department,Enforcing Agency Legal Name,Enforcing Agency Department
15-AA-0106,"Tehachapi Recycling, Inc",Small Volume C&D Wood Debris Chipping and Grinding Operation,No,Absorbed,Not Currently Regulated,Transfer/Processing,Solid Waste Operation,,,,,None,,,,,,,,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,35.13618,-118.43172,93561,Kern,Kern,Central Valley,Tehachapi,416 North Dennison Road,Tehachapi,CA,93561,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0106,"Tehachapi Recycling, Inc",Green Material Composting Facility,No,Absorbed,Not Currently Regulated,Composting,Solid Waste Facility,,,,,None,,,,,,,,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,35.13618,-118.43172,93561,Kern,Kern,Central Valley,Tehachapi,416 North Dennison Road,Tehachapi,CA,93561,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0304,EnviroCycle Inc.,Solid Waste Landfill,No,Inactive,Unpermitted,Disposal,Solid Waste Facility,,,12/31/2009,Estimated,Annual,550,Tons per day,,,,,0,,,,,,Angela Gomez,Inactive,Unpermitted,No,No,No,No,,,,,35.35514,-119.63567,93251,Kern,San Joaquin Valley Unified,Central Valley,Kern County (Unincorporated),21992 Highway 33,McKittrick,CA,93251,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0314,Kern Valley Recycling/Transfer Station,Green Material Composting Facility,No,Absorbed,Not Currently Regulated,Composting,Solid Waste Facility,,,,,None,,,,,,,,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,35.70985,-118.41231,93238,Kern,Kern,Central Valley,Kern County (Unincorporated),6092 Wulstein Avenue,Kernville,CA,93238,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-AA-0314,Kern Valley Recycling/Transfer Station,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,300,Tons per day,,,300,Tons,10,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,35.70985,-118.41231,93238,Kern,Kern,Central Valley,Kern County (Unincorporated),6092 Wulstein Avenue,Kernville,CA,93238,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0004,College Heights Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1963,Estimated,Annual,,,,,,,0,8,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,35.5895,-117.6725,93555,Kern,Kern,Lahontan,Ridgecrest,"S/2-Ne/4,sec16,t27s,r40e",Ridgecrest,CA,93555,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0011,Greenhorn Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1971,Estimated,None,,,,,,,0,2,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,35.73811,-118.56007,93226,Kern,Kern,Central Valley,Kern County (Unincorporated),"Nw/4,se/4 Sec 20, T25s, R32e",Glennville,CA,93226,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0022,Panama Burn Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1970,Estimated,Annual,,,,,,,0,9,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C2,,35.26206,-119.0236,93313,Kern,San Joaquin Valley Unified,Central Valley,Bakersfield,2260  Curnow Road,Bakersfield,CA,93313,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0029,Taft Burn Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,10/1/1972,Actual,Quarterly,,,,,,,0,10,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,B2,,35.1301,-119.3735,93268,Kern,San Joaquin Valley Unified,Central Valley,Taft,27300 Gardner Field Road,Taft,CA,93268,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
15-CR-0036,Weldon #1 Bd,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1969,Estimated,Annual,,,,,,,0,3.7,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,35.65455,-118.2884,93555,Kern,Kern,Central Valley,Kern County (Unincorporated),"SW/4 SW/4 NW/4 Sec. 24, T26S, R34E",Weldon,CA,93555,County of Kern,Environmental Health Division,County of Kern,Environmental Health Division
16-AA-0011,Corcoran Sanitary Landfill,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,,6/30/1988,Actual,Semi-annual,,,,,,,0,0,,,,,Rachel Beck,Closed,Permitted,No,Yes,No,Yes,,,C2,,36.13639,-119.57639,93212,Kings,San Joaquin Valley Unified,Central Valley,Corcoran,6061 Nevada Ave; 1 Mi N Corcoran,Corcoran,CA,93212,County of Kings,County Health Department,County of Kings,County Health Department
16-CR-0015,Kettlemen Compressor Station,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,None,,,,,,,0,0,,,,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,D,,36.07111,-120.08944,93204,Kings,San Joaquin Valley Unified,Central Valley,Avenal,10 Mi North Of Kettmen City On I-5,Avenal,CA,93204,County of Kings,County Health Department,County of Kings,County Health Department
17-CR-0004,Middletown Dump Site,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,12/31/1971,Estimated,Semi-annual,,,,,,,,,,,,,Sabra Ambrose,Closed,Unpermitted,No,Yes,No,No,,,C3,,38.78236,-122.57386,95461,Lake,Lake,Central Valley,Lake County (Unincorporated),19355 State Hwy 29 @ Grange Rd,Middletown,CA,95461,County of Lake,Environmental Health Division,County of Lake,Environmental Health Division
18-AA-0001,Little Valley Transfer Stn,Solid Waste Disposal Site          ,No,Absorbed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/1/1974,Estimated,None,,,,,,,0,0,,,,,Sabra Ambrose,Active,Notification,No,Yes,No,No,,,C2,,40.90833,-121.19833,96056,Lassen,Lassen,Central Valley,Lassen County (Unincorporated),County Road 1; Nw/O Little Valley,Little Valley,CA,96056,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-AA-0001,Little Valley Transfer Stn,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Annual,90,Tons per year,,,2,Tons per day,20,,,,,,Sabra Ambrose,Active,Notification,No,Yes,No,No,,,C2,,40.90833,-121.19833,96056,Lassen,Lassen,Central Valley,Lassen County (Unincorporated),County Road 1; Nw/O Little Valley,Little Valley,CA,96056,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-AA-0008,Wendel Disp Fac Transfer Stn,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Annual,10,Tons per day,,,65,Tons per year,5,,,,,,Christine Karl,Active,Notification,No,No,No,No,,,,,40.36917,-120.23444,96136,Lassen,Lassen,Lahontan,Lassen County (Unincorporated),1/4 Mi N Of County Road 320,Wendel,CA,96136,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-AA-0026,Madeline Limited Volume Transfer Operati,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,,,,,,,,,0,,,,Christine Karl,Active,Notification,No,No,No,No,,,,,41.05011,-120.45461,96119,Lassen,Lassen,Lahontan,Lassen County (Unincorporated),One Mile East Of Madeline,Madeline,CA,96119,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-CR-0006,Susanville Dump 3 AKA College,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1974,Estimated,Annual,0,,0,,0,,0,0,0,,0,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C1,,40.44167,-120.61667,96130,Lassen,Lassen,Lahontan,Susanville,"T30n,r12e Sec.22",Susanville,CA,96130,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
18-CR-0020,Sierra Army Depot Closed LF,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/1/1970,Estimated,Annual,,,,,,,0,0,,,,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C2,,40.15333,-120.12333,96113,Lassen,Lassen,Lahontan,Lassen County (Unincorporated),"T27n,r16e Mdm, Se.C 36",Herlong,CA,96113,County of Lassen,Environmental Health Department,County of Lassen,Environmental Health Department
19-AA-0044,Hanson Aggregates LLC,Inert Debris Engineered Fill Operation,No,Active,Notification,Disposal,Solid Waste Operation,,III,,,Quarterly,4000,Cubic Yards per Day,,,1000000,Cubic Yards per year,0,40,,,,,Nai Teurn,Active,Notification,No,Yes,Yes,No,,,D,,34.1122,-117.98308,917071318,Los Angeles,South Coast,Los Angeles,Irwindale,"13550 Live Oak Av, E Hwy 605 W San Gab R",Irwindale,CA,917071318,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0062,Two Harbors Landfill Site,Solid Waste Landfill,No,Closed,Permitted,Disposal,Solid Waste Facility,,II,9/30/1995,Actual,Quarterly,5000,Cubic Yards,,,,,9,0,590,MSL,10,BGL,Peter Jan,Closed,Permitted,No,Yes,No,Yes,,,C1,,33.43654,-118.5058,90704,Los Angeles,South Coast,Los Angeles,Avalon,"Two Harbors, Santa Catalina Island",Avalon,CA,90704,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0071,Gorman Dump,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,12/1/1987,Actual,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C3,,34.79361,-118.84972,93243,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),Off I-5; 1/2 Mi Se Of Gorman School Rd.,Gorman,CA,93243,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0306,LA County  Dept Public Wrks #436TS,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,200,Cubic Yards per month,,,2600,Cubic Yards per year,,,,,,,Nai Teurn,Active,Notification,No,No,No,No,,,,,34.03806,-118.69945,90265,Los Angeles,South Coast,Los Angeles,Malibu,3637 Winter Canyon Road,Malibu,CA,90265,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0313,La Co Dept Public Wrks Roads Dept #555TS,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Annual,10,Cubic Yards per Day,,,620,Cubic Yards per year,,,,,,,Nai Teurn,Active,Notification,No,No,No,No,,,,,34.6911,-118.81878,93535,Los Angeles,South Coast,Los Angeles,Lancaster,17341 E Ave J,Lancaster,CA,93535,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0584,Romona Land Reclamation Area,Inert Waste Disposal Site,No,Closed,Pre-regulations,Disposal,Solid Waste Facility,,,12/31/1968,Estimated,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C1,,34.0565,-118.1254,91754,Los Angeles,South Coast,Los Angeles,Monterey Park,3600 Ramona Blvd,Monterey Park,CA,91754,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-0805,Central Street MDY,Limited Volume Transfer Operation,No,Active,Notification,Transfer/Processing,Solid Waste Operation,,,,,Quarterly,60,Cubic Yards per Day,,,15000,Cubic Yards per year,,,,,,,Benjamin Escotto,Active,Notification,No,No,No,No,,,,,34.06015,-118.25796,90026,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),1274 West Second Street,Los Angeles (City),CA,90026,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AA-0812,Southeast Street MDY,Medium Volume Transfer/Processing Facility    ,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,68,Tons per day,,,8196,Tons per year,1,,,,,,Benjamin Escotto,Active,Permitted,No,No,No,No,,,,,34.00724,-118.2739,90037,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),4206 South Main Street,Los Angeles (City),CA,90037,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AA-0819,Toyon Canyon Park Reclamation Project,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,,11/1/1985,Estimated,Quarterly,,,,,,,0,0,,,,,Dawn Liang,Closed,Permitted,No,Yes,No,No,,,C2,,34.1444,-118.3012,90027,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),5050 Mt Hollywood Drive,Los Angeles (City),CA,90027,City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program",City of Los Angeles,"Los Angeles Dept of Building & Safety,  Local Enforcement Agency Program"
19-AA-0836,"Operating Industries, Inc",Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,10/1/1984,Actual,None,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C1,,34.055,-118.1075,91754,Los Angeles,South Coast,Los Angeles,Monterey Park,900 Potrero Grande Drive,Monterey Park,CA,91754,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5005,Antelope Rubbish,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,None,,,,,,,0,0,,,,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C2,,34.63333,-118.28333,93551,Los Angeles,Antelope Valley,Lahontan,Palmdale,M & 90th West Palmdale,Palmdale,CA,93551,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5076,Compton City Landfill,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,7/1/1953,Actual,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C1,,33.88333,-118.25,90021,Los Angeles,South Coast,Los Angeles,Compton,6400 E. Compton Blvd,Compton,CA,90021,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5097,W C Hardisty,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1949,Estimated,Annual,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C1,,33.95389,-118.15889,90201,Los Angeles,South Coast,Los Angeles,Bell Gardens,6052 Shull St.,Bell Gardens,CA,90201,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5204,"Samuelson, Eric",Solid Waste Disposal Site          ,No,Closed,To Be Determined,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,TBD (Pending Investigation) ,No,Yes,No,No,,,C1,,33.92778,-118.3,90048,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),11920 So Western Ave &  W.120th St.,Los Angeles (County),CA,90048,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5233,Disposal Gardens AKA Torrance Sand&Gvl,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Quarterly,,,,,,,0,0,,,,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C1,,33.79479,-118.34468,90505,Los Angeles,South Coast,Los Angeles,Torrance,Whiffle tree ln,Torrance,CA,90505,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5340,San Carlos Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,None,,,,,,,0,0,,,,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,D,,33.8958,-118.1854,90012,Los Angeles,South Coast,Los Angeles,Long Beach,Long Beach Fwy Near La River,Long Beach,CA,90012,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5352,Gilmour Mud Sump,Solid Waste Disposal Site          ,No,Closed,Not Currently Regulated,Disposal,Solid Waste Disposal Site,,,,,Annual,,,,,,,0,0,,,,,Dawn Liang,Closed,Not Currently Regulated,No,Yes,No,No,,,C2,,34.4767,-118.6714,92705,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),Gilmore Road At Byfield Rd.,Castaic,CA,92705,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5364,Bill Small`s Mud Sump,Solid Waste Disposal Site          ,No,Closed,Not Currently Regulated,Disposal,Solid Waste Disposal Site,,,,,None,,,,,,,0,0,,,,,Dawn Liang,Closed,Not Currently Regulated,No,Yes,No,No,,,D,,34.40288,-118.48893,91350,Los Angeles,South Coast,Los Angeles,Santa Clarita,At End Of Avenue Of The Oaks,Santa Clarita,CA,91350,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5574,US Air Force Plant #42,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,None,,,,,,,0,0,,,,,Dawn Liang,Closed,Unpermitted,No,Yes,No,No,,,C2,,34.62127,-118.08349,99999,Los Angeles,Antelope Valley,Lahontan,Los Angeles County (Unincorporated),Avenue M And 30th St East,Palmdale East,CA,99999,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AA-5645,US Navy San Clemente Island S.C.T.O.,Sealed Containers Transfer Operation,No,Closed,Notification,Transfer/Processing,Solid Waste Operation,,,,,None,,,,,,,0,,,,,,Nai Teurn,Closed,Notification,No,No,No,No,,,,,34.05,-118.25,99999,Los Angeles,South Coast,Los Angeles,Los Angeles County (Unincorporated),San Clemente Island,Los Angeles (County),CA,99999,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AE-0001,Palos Verdes Landfill,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Dawn Liang,Closed,Permitted,No,Yes,No,No,,,C1,,33.79444,-118.33333,90274,Los Angeles,South Coast,Los Angeles,Rolling Hills Estates,25706 Crenshaw Blvd.,Rolling Hills Estates,CA,90274,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
19-AI-5000,Kobra Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,8/3/1972,Actual,Annual,,,,,,,7.6,0,,,,,Dawn Liang,Closed,Pre-regulation,No,Yes,No,No,,,C1,,33.9233,-118.0581,90670,Los Angeles,South Coast,Los Angeles,Santa Fe Springs,11927-12027 Greenstone Ave,Santa Fe Springs,CA,90670,County of Los Angeles,Department of Public Health,County of Los Angeles,Department of Public Health
